timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,ronda1,ronda2,ronda3,ronda4,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,resp_control_r1.keys,music.started,music.stopped,resp_music_r1.keys,music_words.started,image_3.started,resp_musicw_r1.started,music_words.stopped,resp_musicw_r1.keys,resp_musicw_r1.rt,resp_musicw_r1.duration,music_video.started,music_video.stopped,resp_musicv_r1.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,resp_control_r2.keys,music2.started,image_7.started,resp_music_r2.started,music2.stopped,resp_music_r2.keys,resp_music_r2.rt,resp_music_r2.duration,music_words2.started,music_words2.stopped,resp_musicw_r2.keys,music_video2.started,music_video2.stopped,resp_musicv_r2.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,resp_control_r3.keys,music3.started,music3.stopped,resp_music_r3.keys,music_words3.started,music_words3.stopped,resp_musicw_r3.keys,music_video3.started,image_13.started,resp_musicv_r3.started,music_video3.stopped,resp_musicv_r3.keys,resp_musicv_r3.rt,resp_musicv_r3.duration,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,image_14.started,resp_control_r4.started,control4.stopped,resp_control_r4.keys,resp_control_r4.rt,resp_control_r4.duration,music4.started,music4.stopped,resp_music_r4.keys,music_words4.started,music_words4.stopped,resp_musicw_r4.keys,music_video4.started,music_video4.stopped,resp_musicv_r4.keys,final.started,text_4.started,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music_words,music,music_video,control,0.004121999954804778,0.03449960006400943,0.03449960006400943,3.0126098999753594,3.012623199960217,3.0293960000853986,6.010789700085297,7.294683099957183,space,1.2709574000909925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
8,0.2,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,7.294724999926984,7.310482500120997,9.309056099969894,9.433330999920145,9.455196500057355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,-0.6,0.05,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.455800499999896,9.467316800029948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,-0.3,0.05,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.467743700137362,9.478673700010404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.2,0.05,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.47912469995208,9.487631800118834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,0.6,0.05,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.488000000128523,9.496104000136256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.1,0.05,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.496426300145686,9.50438109994866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.3,0.05,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.504836099920794,9.513305200031027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.4,0.05,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.51364429993555,9.521486100042239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,0.4,0.05,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.521932099945843,9.532273000106215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.7,0.05,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,9.532597300130874,9.540966199943796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
8,0.2,0.05,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.56877400004305,9.577545500127599,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,-0.6,0.05,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.577964599942788,9.587013399926946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,-0.3,0.05,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.587520099943504,9.595785700017586,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.2,0.05,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.596187700051814,9.604685400146991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,0.6,0.05,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.605035500135273,9.615536500001326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.1,0.05,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.615855799987912,9.62664179992862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.3,0.05,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.6270904999692,9.637968800030649,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.4,0.05,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.638399299932644,9.648640000028536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,0.4,0.05,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.649032999994233,9.658509599976242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.7,0.05,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,9.659095600014552,9.668519899947569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
8,0.2,0.05,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.842542400117964,,,,,,,,,,,,,,,,,,,,,,,,,,9.727095700101927,17.703946700086817,17.703946700086817,18.060384300071746,space,0.35297819995321333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,-0.6,0.05,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.09598600002937,,,,,,,,,,,,,,,,,,,,,,,,,,18.061037899926305,29.062346999999136,29.062346999999136,29.38362340000458,space,0.3145896999631077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,-0.3,0.05,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.406229400075972,,,,,,,,,,,,,,,,,,,,,,,,,,29.38433920009993,41.39513209997676,41.39513209997676,41.75512270000763,space,0.3494800999760628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.2,0.05,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.786468999926,,,,,,,,,,,,,,,,,,,,,,,,,,41.75594840012491,46.76817860011943,46.76817860011943,47.16419030004181,space,0.3843907997943461,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,0.6,0.05,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.195937199983746,,,,,,,,,,,,,,,,,,,,,,,,,,47.16460229991935,51.165811700047925,51.165811700047925,51.52582320012152,space,0.3479891999159008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.1,0.05,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56127110007219,,,,,,,,,,,,,,,,,,,,,,,,,,51.52670760010369,64.57160159992054,64.57160159992054,64.9569856999442,space,0.35806420003063977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.3,0.05,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.98861030000262,,,,,,,,,,,,,,,,,,,,,,,,,,64.95745310001075,69.96975839999504,69.96975839999504,70.3209623999428,space,0.3356512999162078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.4,0.05,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.36041650013067,,,,,,,,,,,,,,,,,,,,,,,,,,70.3218676999677,80.33328219992109,80.33328219992109,80.65464280010201,space,0.3080815998837352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,0.4,0.05,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.69954810012132,,,,,,,,,,,,,,,,,,,,,,,,,,80.65569039992988,91.6817827001214,91.6817827001214,92.00579710002057,space,0.31908909999765456,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.7,0.05,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0558007999789,,,,,,,,,,,,,,,,,,,,,,,,,,92.00628899992444,98.02246779995039,98.02246779995039,98.34468280011788,space,0.3144077998585999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
8,0.2,0.05,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.40135230007581,98.41287410003133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,-0.6,0.05,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.41340399999171,98.42320580012165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
12,-0.3,0.05,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4235966000706,98.43298300006427,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.2,0.05,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.43339670007117,98.44283890002407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
4,0.6,0.05,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.44322360004298,98.4527227000799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
13,-0.1,0.05,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.45313120004721,98.462370299967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,-0.3,0.05,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.46278990013525,98.47182120010257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
10,0.4,0.05,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.47217530012131,98.481057099998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
11,0.4,0.05,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.48147060000338,98.49084850004874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
6,-0.7,0.05,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.57914909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.49120920011774,98.50058789993636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
5,0.4,0.05,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.94600560003892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.56303680012934,98.57914909999818,100.56752740009688,100.58677259995602,100.59388900012709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
14,-0.1,0.05,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.94600560003892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.59425690001808,100.60004499997012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,davidb,264706,Hombre,2025-05-06_09h39.12.361,tarea_iceberg,2023.2.3,60.155550215669095,2025-05-06 09h40.01.248126 +0200,
