timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,key_resp.keys,music.started,music.stopped,key_resp_2.keys,music_words.started,image_3.started,key_resp_3.started,music_words.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,text_8.stopped,Ronda_2.stopped,control2.started,image_6.started,key_resp_6.started,control2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,music2.started,music2.stopped,key_resp_7.keys,music_words2.started,music_words2.stopped,key_resp_8.keys,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,text_9.stopped,Ronda_3.stopped,control3.started,control3.stopped,key_resp_9.keys,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,music_words3.stopped,key_resp_11.keys,music_video3.started,image_13.started,Key_resp_2.started,music_video3.stopped,Key_resp_2.keys,Key_resp_2.rt,Key_resp_2.duration,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,image_15.started,key_resp_13.started,music4.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,music_video4.stopped,Key_resp_3.keys,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
9,0.2,0.05,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.33091430005152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.31480310007464,158.31533110002056,158.31533110002056,158.63913160003722,space,0.30095710000023246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.2,0.05,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.65520609996747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.63944459997583,166.6397016000701,166.6397016000701,166.98227629996836,space,0.3205073999706656,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.99886330007575,167.00423189997673,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.00450050004292,167.00858360005077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,0.2,0.05,,,,,,,,,,,,,,,,,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.00875310006086,167.01260850008111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,0.5,0.05,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.01277600007597,167.01670170004945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.01690559997223,167.02094800001942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.02114590001293,167.02508699998725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.02524790004827,167.02913100004662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0293129000347,167.03318050003145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0719647000078,167.0766401999863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.07688120007515,167.0810123999836,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.08118760003708,167.08566590002738,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.08585040003527,167.09031580004375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.09052950004116,167.09455090004485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.09476640005596,167.09871220006607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.09888890001457,167.10278900002595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.10296950000338,167.10707859997638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.14205360005144,167.14764109998941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.14795850007795,167.15198059997056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.15215940005146,167.15631059999578,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.1564944999991,167.16049769998062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.1606701000128,167.16462639998645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
6,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.16483050002716,167.1687649000669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
9,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.16898509999737,167.17305750004016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.24194880004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.17324620008003,167.1772864999948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.22914080007467,167.24194880004507,170.06329329998698,169.22675600007642,169.24019689997658,169.24568150006235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.24592730007134,169.2497523999773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2499252000125,169.2536460000556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
14,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.25381510006264,169.2575763000641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.25774410006125,169.26135919999797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.26153060002252,169.26505799998995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.265239499975,169.26878270006273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.26893680007197,169.27252700005192,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.28513730003033,169.28932500001974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.289566499996,169.2933583999984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
14,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.29352780000772,169.29705390008166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.2972271000035,169.30078469996806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
11,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.30094560002908,169.30450680002104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
3,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.30469080002513,169.3087352999719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.30892810004298,169.3128157000756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3129889999982,169.3165840000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
4,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.352297800011,169.35690540005453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3571448000148,169.36087109998334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
12,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.3610516000772,169.36460890003946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
10,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,170.06329329998698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.36480079998728,169.36838080000598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897199,842523,Hombre,2024-09-18_17h07.48.752,tarea_iceberg,2023.2.3,59.73876239185745,2024-09-18 17h08.17.505768 +0200,
