timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,control.stopped,key_resp.keys,music.started,image_2.started,key_resp_2.started,music.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,key_resp_6.keys,music2.started,music2.stopped,key_resp_7.keys,music_words2.started,image_8.started,key_resp_8.started,music_words2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,text_9.stopped,Ronda_3.stopped,control3.started,image_10.started,key_resp_9.started,control3.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,music_words3.stopped,key_resp_11.keys,music_video3.started,music_video3.stopped,Key_resp_2.keys,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,music4.stopped,key_resp_13.keys,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,image_17.started,Key_resp_3.started,music_video4.stopped,Key_resp_3.keys,Key_resp_3.rt,Key_resp_3.duration,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
15,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.45946679997724,264.46333990001585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.46350960002746,264.46770410006866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5015366000589,264.50627630006056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5065090000862,264.5105540000368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5107379000401,264.5149722000351,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
4,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.51519459998235,264.5193325000582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5195106000174,264.52344380004797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5236132000573,264.52767430001404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.52784480003174,264.5322850000812,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5324823000701,264.5367723000236,None,,,,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.5719720000634,264.57786379999015,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.578116800054,264.5826785999816,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.582865400007,264.58710710005835,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
4,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.58729519997723,264.59145910001826,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
9,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.59164930006955,264.59569129999727,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.59586130001117,264.59999060002156,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6001842999831,264.6042211999884,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,264.68240480008535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6044385000132,264.60889180004597,None,,,,,,,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.6687773000449,264.68240480008535,266.6707862999756,266.68455450003967,266.69005430000834,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.69030080002267,266.6939850000199,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.6941832000157,266.69771470001433,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.6979234999744,266.70209570007864,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
13,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7023186000297,266.7071226000553,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.70732350007165,266.71151180006564,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7117289999733,266.7163100000471,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.71652930008713,266.7237973000156,None,,,,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.74302719999105,266.7481204000069,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.74840020004194,266.7533192000119,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7535894999746,266.7583866000641,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.75864860008005,266.76347560004797,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
13,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7637058000546,266.76896870008204,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7692257000599,266.77410769998096,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7743487000698,266.77915309998207,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.77938810002524,266.78394039999694,None,,,,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.82161870005075,266.8259768000571,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8261969999876,266.82990670006257,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8300869000377,266.833706800011,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8339044000022,266.8376515000127,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
13,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8378233000403,266.8413397000404,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.84153650002554,266.8451947000576,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
15,0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8453522999771,266.84901390003506,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
12,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.84917930001393,266.85303660004865,None,,,,,,,,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
5,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,267.5624513999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.89152290008496,271.8951220000163,271.8951220000163,272.4682575999759,space,0.5534759999718517,None,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,272.4854236000683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4688865999924,279.48424760007765,279.48424760007765,279.8426943999948,space,0.3569208000553772,None,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
10,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,279.85883390007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.843233600026,289.84621139999945,289.84621139999945,290.1864410000853,space,0.3306118999607861,None,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
14,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,290.2046161000617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.18696040008217,304.19310550007503,304.19310550007503,304.66006450005807,space,0.46301429998129606,None,,,,,David1,30,Hombre,2024-09-18_17h25.51.680,tarea_iceberg,2023.2.3,59.89763494339995,2024-09-18 17h26.31.760479 +0200,
