timepresentation,posx,posy,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,trials_10.thisRepN,trials_10.thisTrialN,trials_10.thisN,trials_10.thisIndex,trials_11.thisRepN,trials_11.thisTrialN,trials_11.thisN,trials_11.thisIndex,trials_12.thisRepN,trials_12.thisTrialN,trials_12.thisN,trials_12.thisIndex,trials_13.thisRepN,trials_13.thisTrialN,trials_13.thisN,trials_13.thisIndex,trials_14.thisRepN,trials_14.thisTrialN,trials_14.thisN,trials_14.thisIndex,trials_15.thisRepN,trials_15.thisTrialN,trials_15.thisN,trials_15.thisIndex,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,thisRow.t,notes,portada.started,image_5.started,text_6.started,portada.stopped,instructions.started,text_5.started,key_resp_5.started,instructions.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Ronda_1.started,text_7.started,Ronda_1.stopped,control.started,image.started,key_resp.started,control.stopped,key_resp.keys,key_resp.rt,key_resp.duration,music.started,music.stopped,key_resp_2.keys,music_words.started,music_words.stopped,key_resp_3.keys,music_video.started,music_video.stopped,Key_resp_4.keys,Ronda_2.started,text_8.started,Ronda_2.stopped,control2.started,control2.stopped,key_resp_6.keys,music2.started,image_7.started,key_resp_7.started,music2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,music_words2.started,music_words2.stopped,key_resp_8.keys,music_video2.started,music_video2.stopped,Key_resp.keys,Ronda_3.started,text_9.started,Ronda_3.stopped,control3.started,control3.stopped,key_resp_9.keys,music3.started,music3.stopped,key_resp_10.keys,music_words3.started,image_12.started,key_resp_11.started,music_words3.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,music_video3.started,music_video3.stopped,Key_resp_2.keys,Ronda_4.started,text_10.started,Ronda_4.stopped,control4.started,control4.stopped,key_resp_12.keys,music4.started,music4.stopped,key_resp_13.keys,music_words4.started,music_words4.stopped,key_resp_14.keys,music_video4.started,image_17.started,Key_resp_3.started,music_video4.stopped,Key_resp_3.keys,Key_resp_3.rt,Key_resp_3.duration,final.started,text_4.started,text_4.stopped,final.stopped,participant,Edad,Sexo,date,expName,psychopyVersion,frameRate,expStart,
9,-0.4,0.05,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49583179992624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.90112059994135,96.90475049999077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.49583179992624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.91785249998793,101.91460599994753,101.91460599994753,102.43457649997436,space,0.5087502999231219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.45619309996255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.43492649996188,105.43698409991339,105.43698409991339,105.89268009993248,space,0.4435817999765277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.90979629999492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.89313089998905,113.89309639995918,113.89309639995918,114.3519836999476,space,0.4500768999569118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.36907299992163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.35241829999723,121.36873280000873,121.36873280000873,121.82864899991546,space,0.447311699972488,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.84422739990987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.8290969999507,134.83177629997954,134.83177629997954,135.30119349993765,space,0.45568740007001907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.3245824999176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.301471499959,144.30682970001362,144.30682970001362,144.82660829997621,space,0.501669800025411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,0,0.05,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.84199789993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.82687909994274,152.83301740000024,152.83301740000024,153.22416829993017,space,0.3745182000566274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
10,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.24000999995042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.22451460000593,163.22552229999565,163.22552229999565,163.64549149991944,space,0.4058274000417441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.68694699998014,163.6924017999554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.69268619990908,163.69707200000994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
10,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.697261699941,163.70116639998741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7013345999876,163.70519759994932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7053649999434,163.70962129998952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.70980059995782,163.71368479996454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.71388079994358,163.7178963999031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.71807219996117,163.72189709998202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.76626699999906,163.77163360000122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7718529999256,163.7766231999267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
10,-0.6,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7768368999241,163.7819720999105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.78217349993065,163.78632299997844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7865155999316,163.79092780000065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
9,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.7911529999692,163.79539179999847,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.79557710001245,163.79955869994592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.85524669999722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.79974439996295,163.80366659990977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8435545999091,163.85524669999722,165.84513009991497,165.85929369996302,165.86472809989937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.86494969995692,165.86863769998308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.86881829996128,165.87245169992093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.87262139993254,165.87638399994466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.87659489992075,165.88019199995324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
14,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8804091999773,165.8839130999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.88407649996225,165.88759359996766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8877524000127,165.8916065999074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
13,-0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.90424810000695,165.90865080000367,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.9088620999828,165.91250939993188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
14,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.91267709992826,165.9162335000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.91638159996364,165.91995539993513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.92013059998862,165.92359619995113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.5,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.92376229993533,165.92750789993443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
3,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.92768019996583,165.93140529992525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.93157419993076,165.93529109994415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
6,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,166.56684559991118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.97597689996473,171.97307879989967,171.97307879989967,172.43615640001372,space,0.4593748999759555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
5,-0.4,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,172.452122699935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.43651879997924,177.4400266999146,177.4400266999146,177.84251889993902,space,0.3990003999788314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
14,-0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,177.8647308999207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.84278760000598,191.8536345999455,191.8536345999455,192.39718689990696,space,0.5379783000098541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
8,-0.3,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,192.4128650999628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.39764689991716,200.4141263999045,200.4141263999045,201.03865999996196,space,0.6174850000534207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
7,-0.2,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,201.05421189998742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0391211999813,208.03939709998667,208.03939709998667,208.9072625999106,space,0.864422700018622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,277114,457303,Hombre,2024-09-18_14h27.41.415,tarea_iceberg,2023.2.3,59.916548251821126,2024-09-18 14h28.08.050583 +0200,
