texto,answer,color,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,colores1.started,colores1.stopped,respuesta.keys,respuesta.corr,respuesta.rt,respuesta.started,respuesta.stopped,text_intructionses2.started,text_intructionses2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rectangulo.started,rectangulo.stopped,respuesta_rect.keys,respuesta_rect.corr,respuesta_rect.rt,respuesta_rect.started,respuesta_rect.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,colores2.started,colores2.stopped,respuesta_mix.keys,respuesta_mix.corr,respuesta_mix.rt,respuesta_mix.started,respuesta_mix.stopped,despedida.started,despedida.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,a,"[-1, -1, 1]",,,,,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,60.51907940000001,None,['a'],0,[0.5709113000000343],60.48512010000002,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,61.12002170000005,None,['n'],0,[1.1090864999999894],61.074632600000086,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,9,9,18,,,,,,,,,,,,,,,,,,,,,,,,62.237913400000025,None,['v'],0,[0.9881950000000188],62.20384730000001,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,10,10,19,,,,,,,,,,,,,,,,,,,,,,,,63.25540369999999,None,['v'],0,[0.452470500000004],63.20994230000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,11,11,15,,,,,,,,,,,,,,,,,,,,,,,,63.72218310000005,None,['n'],0,[0.6392319999999927],63.688321599999995,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,12,12,25,,,,,,,,,,,,,,,,,,,,,,,,64.38996459999998,None,['v'],0,[0.7068696000000045],64.35562650000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,65.14076690000002,None,['a'],0,[0.6978054999999586],65.09387709999999,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,n,"[1, 0.1, -1]",,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,65.84149050000008,None,['n'],0,[0.9214566000000559],65.80718490000004,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,v,"[-1, 0.04, -1]",,,,,0,15,15,23,,,,,,,,,,,,,,,,,,,,,,,,66.79241710000008,None,['v'],0,[0.62724819999994],66.74854490000007,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,a,"[-1, -1, 1]",,,,,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,67.44300370000008,None,['a'],0,[0.666129299999966],67.39634860000001,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
